Gender,Age,Marital Status,Job Level,Years of Experience,Department,Employee Type,Work-Life Balance,Work Environment,Physical Activity Hours,Workload,Stress Level,Sleep Hours,Commute Mode,Commute Distance (km),Number of Companies Worked,Team Size,Direct Reports,Education Level,Overtime Status,Training Hours Per Year,Job Satisfaction,Low Sleep Flag,Long Commute Flag,Burnout Flag,Sleep Category,Burnout Score
Male,38,Single,Senior,6,It,Full-Time,1,2,4.1,4,1,6.5,Car,21,5,17,9,Master,Yes,43.0,3,0,1,0,Moderate,1.23
Male,38,Married,Senior,12,Finance,Full-Time,3,1,3.9,5,1,7.2,Motorbike,12,5,25,5,Master,No,46.0,3,0,0,0,Healthy,0.9799999999999999
Female,30,Divorced,Senior,8,Operations,Full-Time,1,3,2.1,4,2,7.3,Walk,2,2,15,9,Master,Yes,44.0,3,0,0,0,Healthy,0.34
Other,35,Single,Mid,7,It,Full-Time,2,2,2.3,5,1,6.8,Public Transport,21,4,14,0,Master,Yes,33.5,3,0,1,0,Moderate,1.4100000000000001
Female,48,Married,Senior,26,Legal,Contract,1,4,2.5,3,2,5.6,Public Transport,22,8,23,8,Master,No,53.0,3,0,1,0,Moderate,1.32
Male,58,Married,Lead,9,It,Full-Time,4,2,2.8,5,3,7.0,Bike,10,12,23,5,Master,Yes,54.5,3,0,0,0,Moderate,1.0
Male,39,Married,Mid,17,Legal,Full-Time,3,1,2.0,3,1,6.3,Motorbike,19,5,12,0,Master,Yes,38.5,3,0,0,0,Moderate,0.95
Male,40,Married,Senior,18,It,Full-Time,3,2,2.2,5,1,6.7,Public Transport,25,6,25,7,Bachelor,Yes,49.0,3,0,1,0,Moderate,1.5699999999999998
Male,47,Married,Senior,8,Sales,Part-Time,2,2,2.9,3,3,6.8,Bike,8,8,19,3,Bachelor,No,44.0,3,0,0,0,Moderate,0.41999999999999993
Female,53,Married,Lead,10,Operations,Contract,1,1,2.4,4,1,6.7,Walk,2,10,23,3,Bachelor,No,55.0,3,0,0,0,Moderate,0.5799999999999998
Male,36,Divorced,Senior,4,Operations,Part-Time,2,3,1.9,2,1,5.8,Public Transport,11,4,19,3,Bachelor,Yes,42.0,3,0,0,0,Moderate,0.6100000000000001
Female,34,Married,Mid,12,Legal,Full-Time,4,1,2.5,4,1,5.9,Car,26,4,14,0,Bachelor,No,36.0,3,0,1,0,Moderate,1.6199999999999999
Male,29,Single,Senior,7,Hr,Part-Time,4,1,2.0,3,3,6.4,Public Transport,5,2,22,7,Bachelor,Yes,43.5,3,0,0,0,Moderate,0.48999999999999977
Male,39,Married,Mid,2,It,Part-Time,1,4,2.1,5,2,7.3,Bike,7,5,10,0,Bachelor,Yes,31.0,3,0,0,0,Healthy,0.79
Male,33,Married,Senior,11,Finance,Full-Time,4,4,2.9,4,5,8.2,Walk,1,3,16,9,Bachelor,Yes,45.5,3,0,0,0,Healthy,-0.04999999999999985
Male,29,Single,Mid,2,Legal,Full-Time,2,4,1.0,5,1,5.1,Motorbike,5,2,12,0,Bachelor,No,31.0,3,0,0,0,Moderate,1.61
Female,46,Married,Senior,24,Finance,Full-Time,2,1,2.4,5,1,6.3,Car,12,8,17,1,Bachelor,No,52.0,3,0,0,0,Moderate,1.34
Female,47,Married,Mid,7,It,Full-Time,3,1,1.8,1,2,6.3,Car,15,8,13,0,Bachelor,Yes,33.5,3,0,0,0,Moderate,0.23000000000000004
Male,44,Married,Senior,16,Marketing,Full-Time,2,2,1.2,4,1,6.0,Public Transport,21,7,24,8,Bachelor,No,48.0,3,0,1,0,Moderate,1.43
Female,36,Married,Senior,14,Sales,Full-Time,1,1,1.7,5,1,6.5,Car,16,4,25,8,Bachelor,No,47.0,3,0,0,0,Moderate,1.38
Male,34,Single,Mid,7,Operations,Full-Time,3,4,0.2,4,4,7.7,Car,11,4,15,0,Bachelor,Yes,33.5,3,0,0,0,Healthy,0.4499999999999999
Male,50,Married,Senior,20,It,Full-Time,1,3,1.0,4,1,8.9,Public Transport,16,9,18,5,Bachelor,Yes,50.0,3,0,0,0,Healthy,0.11999999999999966
Male,44,Single,Senior,22,It,Full-Time,3,1,1.1,3,3,7.6,Public Transport,13,7,20,8,Bachelor,Yes,51.0,3,0,0,0,Healthy,0.2500000000000001
Male,47,Married,Lead,22,It,Contract,5,3,0.3,5,2,6.3,Car,24,8,25,7,Bachelor,Yes,61.0,3,0,1,0,Moderate,1.7000000000000002
Female,29,Single,Mid,7,Finance,Full-Time,3,3,3.3,4,3,6.6,Walk,2,2,11,0,Bachelor,No,33.5,3,0,0,0,Moderate,0.6200000000000001
Other,55,Single,Senior,23,It,Full-Time,3,1,2.2,4,5,6.4,Bike,9,11,21,6,Bachelor,Yes,51.5,3,0,0,0,Moderate,0.9099999999999998
Male,39,Divorced,Senior,17,Finance,Full-Time,1,1,1.9,4,1,7.6,Car,11,5,20,1,Bachelor,No,48.5,3,0,0,0,Healthy,0.49000000000000016
Female,37,Married,Mid,9,Marketing,Full-Time,4,1,2.6,4,3,5.5,Car,9,5,13,0,Bachelor,No,34.5,3,0,0,0,Moderate,1.27
Female,33,Single,Mid,9,Marketing,Full-Time,1,3,3.5,5,1,7.7,Public Transport,15,3,12,0,Bachelor,Yes,34.5,3,0,0,0,Healthy,0.8699999999999999
Male,31,Married,Senior,7,Operations,Full-Time,1,2,2.1,5,1,5.9,Public Transport,20,3,18,2,Bachelor,No,43.5,3,0,1,0,Moderate,1.7399999999999998
Male,34,Married,Mid,12,It,Full-Time,2,3,3.0,5,3,8.5,Car,21,4,11,0,Bachelor,Yes,36.0,3,0,1,0,Healthy,0.7299999999999999
Male,45,Married,Senior,19,It,Full-Time,3,3,2.8,2,3,5.2,Motorbike,21,7,20,6,Bachelor,Yes,49.5,3,0,1,0,Moderate,1.15
Male,31,Single,Mid,9,It,Full-Time,1,1,1.9,5,1,8.1,Motorbike,11,3,11,0,Bachelor,Yes,34.5,3,0,0,0,Healthy,0.5900000000000001
Male,31,Married,Mid,6,It,Full-Time,3,1,2.5,3,1,6.8,Car,25,3,14,0,Bachelor,Yes,33.0,3,0,1,0,Moderate,0.9299999999999999
Male,34,Married,Senior,2,Sales,Contract,4,1,1.0,4,3,5.6,Bike,7,4,19,2,Bachelor,No,41.0,3,0,0,0,Moderate,1.1700000000000002
Male,31,Single,Senior,9,Operations,Full-Time,3,1,2.3,4,1,6.9,Car,5,3,21,3,Bachelor,No,44.5,3,0,0,0,Moderate,0.5899999999999997
Female,37,Married,Mid,15,It,Full-Time,4,1,0.3,4,2,7.2,Car,23,5,12,0,Bachelor,Yes,37.5,3,0,1,0,Healthy,1.0099999999999998
Male,30,Single,Senior,2,It,Part-Time,5,2,2.9,4,4,5.7,Bike,9,2,23,4,Bachelor,Yes,41.0,3,0,0,0,Moderate,1.19
Female,31,Married,Senior,6,Operations,Full-Time,1,1,3.2,5,3,6.8,Bike,3,3,15,8,Bachelor,No,43.0,3,0,0,0,Moderate,0.87
Male,43,Married,Senior,13,It,Full-Time,5,1,2.9,4,1,5.6,Public Transport,25,7,18,1,Bachelor,Yes,46.5,3,0,1,0,Moderate,1.71
Male,26,Single,Mid,4,It,Full-Time,4,1,1.8,5,1,6.1,Bike,3,1,13,0,Bachelor,Yes,32.0,3,0,0,0,Moderate,1.1500000000000001
Female,36,Married,Senior,11,Customer Service,Full-Time,3,1,2.6,3,3,7.1,Public Transport,21,4,24,9,Bachelor,No,45.5,3,0,1,0,Healthy,0.6900000000000001
Female,29,Single,Senior,7,Marketing,Part-Time,1,1,1.1,2,3,7.7,Walk,2,2,15,4,Bachelor,No,43.5,3,0,0,0,Healthy,-0.4200000000000001
Female,39,Single,Senior,17,Finance,Full-Time,2,2,0.8,2,1,5.2,Walk,1,5,16,5,Bachelor,Yes,48.5,3,0,0,0,Moderate,0.5499999999999999
Male,46,Single,Senior,16,Sales,Contract,1,1,1.9,4,5,6.0,Public Transport,8,8,21,5,Bachelor,No,48.0,3,0,0,0,Moderate,1.04
Male,32,Married,Senior,10,Finance,Full-Time,1,1,3.0,5,2,7.8,Walk,1,3,17,5,Bachelor,No,45.0,3,0,0,0,Healthy,0.41000000000000014
Female,53,Married,Lead,26,Operations,Part-Time,1,3,1.4,3,1,7.1,Public Transport,8,10,21,9,Bachelor,Yes,63.0,3,0,0,0,Healthy,0.30000000000000004
Female,53,Divorced,Senior,22,It,Contract,2,2,1.9,4,1,7.8,Public Transport,24,10,17,8,Bachelor,Yes,51.0,3,0,1,0,Healthy,0.8
Female,39,Married,Senior,14,Marketing,Full-Time,3,1,0.6,4,3,7.6,Car,13,5,15,7,Bachelor,No,47.0,3,0,0,0,Healthy,0.5500000000000002
Male,42,Married,Lead,12,It,Part-Time,1,3,3.7,1,4,7.6,Car,22,6,20,8,Bachelor,Yes,56.0,3,0,1,0,Healthy,-0.07999999999999974
Male,35,Married,Mid,13,Hr,Full-Time,1,2,3.1,4,1,6.6,Public Transport,10,4,15,0,Bachelor,No,36.5,3,0,0,0,Moderate,0.8600000000000001
Male,33,Married,Senior,11,It,Part-Time,3,4,2.1,5,1,6.5,Car,9,3,20,1,Bachelor,Yes,45.5,3,0,0,0,Moderate,1.17
Female,56,Married,Lead,12,Finance,Full-Time,2,1,0.5,5,1,4.1,Walk,2,11,21,6,Bachelor,Yes,56.0,3,1,0,0,Low,1.9200000000000002
Male,53,Married,Lead,16,Sales,Part-Time,2,4,1.5,4,3,5.7,Walk,1,10,23,5,Bachelor,No,58.0,3,0,0,0,Moderate,0.95
Male,34,Married,Senior,12,It,Part-Time,1,2,2.2,4,1,6.4,Walk,2,4,19,7,Bachelor,Yes,46.0,3,0,0,0,Moderate,0.6999999999999997
Female,37,Married,Mid,12,Hr,Full-Time,1,5,3.3,5,3,6.4,Public Transport,24,5,13,0,Bachelor,No,36.0,3,0,1,0,Moderate,1.6599999999999997
Female,35,Married,Senior,3,Operations,Full-Time,1,4,2.0,5,1,6.8,Public Transport,26,4,15,1,Bachelor,No,41.5,3,0,1,0,Moderate,1.56
Male,40,Divorced,Lead,18,Customer Service,Full-Time,1,2,2.0,3,2,8.6,Public Transport,11,6,26,6,Bachelor,Yes,59.0,3,0,0,0,Healthy,-0.21000000000000002
Female,33,Married,Senior,11,Operations,Part-Time,4,2,0.6,4,3,6.9,Public Transport,14,3,17,6,Bachelor,No,45.5,3,0,0,0,Moderate,0.8599999999999997
Female,34,Single,Senior,12,Operations,Full-Time,1,1,2.8,5,1,6.2,Public Transport,10,4,21,9,Bachelor,No,46.0,3,0,0,0,Moderate,1.32
Male,40,Married,Senior,17,It,Full-Time,5,1,2.0,4,3,8.0,Car,12,6,25,5,Bachelor,Yes,48.5,3,0,0,0,Healthy,0.35999999999999976
Male,40,Married,Senior,13,Sales,Full-Time,3,2,2.4,5,1,4.8,Bike,2,6,25,6,Bachelor,No,46.5,3,1,0,0,Low,1.6400000000000001
Other,57,Single,Senior,20,Operations,Full-Time,3,3,1.0,4,1,6.7,Motorbike,3,11,25,3,Bachelor,Yes,50.0,3,0,0,0,Moderate,0.6099999999999998
Male,32,Married,Senior,10,It,Full-Time,4,2,2.1,4,3,7.5,Public Transport,21,3,19,7,Bachelor,Yes,45.0,3,0,1,0,Healthy,0.83
Female,32,Married,Senior,10,Marketing,Full-Time,3,2,0.9,5,1,6.9,Walk,1,3,23,7,Bachelor,No,45.0,3,0,0,0,Moderate,0.7699999999999998
Male,60,Married,Lead,28,It,Full-Time,3,4,2.2,5,2,6.8,Car,6,12,28,6,Bachelor,Yes,64.0,3,0,0,0,Moderate,0.96
Female,38,Married,Senior,16,Finance,Full-Time,2,5,3.2,4,2,5.5,Car,8,5,16,9,Bachelor,Yes,48.0,3,0,0,0,Moderate,1.24
Female,52,Divorced,Senior,16,Sales,Part-Time,2,1,2.1,5,1,7.4,Public Transport,17,10,22,4,Bachelor,No,48.0,3,0,0,0,Healthy,1.0499999999999998
Female,31,Married,Mid,5,Sales,Part-Time,1,1,2.2,2,1,8.8,Public Transport,16,3,13,0,Bachelor,Yes,32.5,3,0,0,0,Healthy,-0.4400000000000005
Male,42,Married,Mid,20,It,Full-Time,3,2,2.0,3,2,7.4,Bike,4,6,14,0,Bachelor,Yes,40.0,3,0,0,0,Healthy,0.05999999999999972
Female,52,Married,Lead,22,Marketing,Full-Time,2,2,1.7,5,3,6.3,Bike,10,10,29,7,Bachelor,Yes,61.0,3,0,0,0,Moderate,1.28
Female,35,Single,Senior,13,Marketing,Full-Time,3,1,3.3,5,1,7.1,Public Transport,7,4,21,5,Bachelor,No,46.5,3,0,0,0,Healthy,0.8700000000000001
Male,26,Single,Mid,4,It,Contract,3,2,1.7,2,2,6.3,Public Transport,8,1,13,0,Bachelor,Yes,32.0,3,0,0,0,Moderate,0.32000000000000006
Male,32,Married,Mid,5,Legal,Full-Time,1,1,0.9,5,1,7.0,Car,5,3,14,0,Bachelor,No,32.5,3,0,0,0,Moderate,0.85
Male,36,Married,Senior,14,Legal,Full-Time,5,4,1.9,5,5,6.1,Walk,2,4,18,8,Bachelor,Yes,47.0,3,0,0,0,Moderate,1.12
Female,50,Married,Senior,19,Finance,Full-Time,1,4,4.1,5,2,7.9,Car,9,9,17,2,Bachelor,No,49.5,3,0,0,0,Healthy,0.6099999999999999
Male,30,Married,Mid,8,It,Part-Time,4,5,2.5,5,5,7.6,Car,25,2,14,0,Bachelor,Yes,34.0,3,0,1,0,Healthy,1.2100000000000002
Male,42,Married,Lead,6,It,Part-Time,5,3,0.4,5,2,5.7,Motorbike,11,6,20,3,Bachelor,Yes,53.0,3,0,0,0,Moderate,1.55
Male,28,Single,Senior,6,Sales,Part-Time,3,2,0.2,2,5,7.1,Car,8,2,21,1,Bachelor,No,43.0,3,0,0,0,Healthy,1.1102230246251565e-16
Female,27,Single,Mid,5,Operations,Full-Time,1,2,2.3,2,3,8.4,Public Transport,10,1,12,0,Bachelor,Yes,32.5,3,0,0,0,Healthy,-0.46000000000000035
Male,37,Married,Senior,15,Finance,Full-Time,4,2,0.0,5,4,7.0,Car,20,5,23,2,Bachelor,No,47.5,2,0,1,0,Moderate,1.2999999999999998
Male,45,Married,Senior,6,Finance,Full-Time,4,2,2.9,4,5,8.3,Car,28,7,20,8,Bachelor,No,43.0,2,0,1,0,Healthy,0.7199999999999996
Female,33,Single,Mid,11,Operations,Full-Time,1,4,2.9,4,1,6.3,Walk,2,3,11,0,Bachelor,Yes,35.5,2,0,0,0,Moderate,0.74
Male,60,Married,Senior,1,Sales,Full-Time,1,3,2.2,3,5,7.8,Public Transport,20,12,19,4,Bachelor,No,40.5,2,0,1,0,Healthy,0.38
Female,55,Married,Senior,18,Sales,Full-Time,2,1,0.6,4,1,5.5,Bike,10,11,24,6,Bachelor,No,49.0,2,0,0,0,Moderate,1.3
Male,38,Single,Mid,4,Finance,Full-Time,4,3,2.6,3,3,5.8,Public Transport,26,5,12,0,Bachelor,Yes,32.0,2,0,1,0,Moderate,1.3599999999999999
Male,30,Married,Senior,2,Sales,Full-Time,5,2,3.6,4,3,7.4,Walk,1,2,23,9,Bachelor,Yes,41.0,2,0,0,0,Healthy,0.2699999999999998
Male,31,Single,Senior,9,Sales,Full-Time,2,3,0.0,3,1,6.8,Public Transport,7,3,19,7,Bachelor,Yes,44.5,2,0,0,0,Moderate,0.3899999999999999
Male,34,Single,Mid,12,Finance,Part-Time,2,1,1.6,4,3,7.8,Motorbike,3,4,12,0,Bachelor,No,36.0,2,0,0,0,Healthy,0.17000000000000007
Other,47,Single,Senior,15,Operations,Full-Time,2,2,0.7,3,2,6.4,Car,27,8,19,5,Bachelor,No,47.5,2,0,1,0,Moderate,1.15
Other,36,Single,Mid,11,Finance,Contract,4,4,2.2,4,1,6.5,Motorbike,6,4,12,0,Bachelor,No,35.5,2,0,0,0,Moderate,0.7799999999999998
Female,50,Married,Senior,22,Legal,Full-Time,3,5,0.7,4,1,4.0,Car,29,9,25,2,Bachelor,No,51.0,2,1,1,1,Low,2.47
Male,44,Divorced,Mid,18,Hr,Full-Time,4,4,0.3,1,4,7.7,Motorbike,18,7,15,0,Bachelor,No,39.0,2,0,0,0,Healthy,-0.24
Male,45,Divorced,Senior,5,It,Full-Time,2,3,3.2,2,1,7.1,Bike,9,7,20,6,Bachelor,Yes,42.5,2,0,0,0,Healthy,0.030000000000000138
Female,44,Married,Senior,22,Legal,Part-Time,4,4,2.1,4,1,8.2,Walk,2,7,23,4,Bachelor,No,51.0,2,0,0,0,Healthy,-0.01999999999999985
Female,53,Married,Senior,23,Operations,Full-Time,3,4,1.2,1,1,6.2,Public Transport,9,10,21,1,Bachelor,No,51.5,2,0,0,0,Moderate,0.08999999999999991
Male,44,Married,Senior,20,It,Part-Time,4,3,2.9,5,1,7.1,Public Transport,7,7,18,8,Bachelor,Yes,50.0,2,0,0,0,Healthy,0.8700000000000001
Male,36,Married,Senior,14,Operations,Full-Time,4,4,0.8,5,1,6.7,Bike,2,4,15,2,Bachelor,No,47.0,2,0,0,0,Moderate,0.8799999999999999
Female,50,Married,Lead,11,Hr,Full-Time,4,3,1.6,4,1,5.9,Car,22,9,22,8,Bachelor,No,55.5,2,0,1,0,Moderate,1.5
Female,31,Single,Senior,9,Customer Service,Contract,5,4,3.2,2,5,6.1,Bike,9,3,18,7,Bachelor,No,44.5,2,0,0,0,Moderate,0.4300000000000001
Other,36,Single,Senior,14,It,Full-Time,3,5,2.2,5,1,6.5,Public Transport,21,4,15,3,Bachelor,Yes,47.0,2,0,1,0,Moderate,1.5299999999999998
Female,28,Married,Senior,6,Hr,Full-Time,1,2,0.6,1,1,5.7,Public Transport,29,2,25,1,Bachelor,No,43.0,2,0,1,0,Moderate,0.8899999999999999
Male,54,Married,Senior,6,It,Part-Time,5,3,3.8,2,1,5.0,Walk,1,10,23,2,Bachelor,Yes,43.0,2,0,0,0,Low,0.63
Other,31,Single,Mid,9,Sales,Part-Time,3,1,0.8,3,1,7.3,Public Transport,15,3,10,0,Bachelor,No,34.5,2,0,0,0,Healthy,0.42999999999999994
Female,46,Married,Senior,24,Finance,Part-Time,4,1,3.5,2,1,5.3,Car,15,8,16,6,Bachelor,No,52.0,2,0,0,0,Moderate,0.9299999999999999
Male,56,Married,Lead,6,It,Contract,3,5,3.2,3,2,5.6,Car,16,11,21,8,Bachelor,Yes,53.0,2,0,0,0,Moderate,1.1400000000000001
Male,52,Married,Lead,12,It,Full-Time,2,5,0.8,1,1,7.2,Walk,1,10,25,1,Bachelor,Yes,56.0,2,0,0,0,Healthy,-0.55
Male,32,Single,Senior,8,Legal,Full-Time,4,1,2.0,3,1,7.1,Car,27,3,18,1,Bachelor,No,44.0,2,0,1,0,Healthy,0.8700000000000001
Female,35,Married,Mid,10,Marketing,Contract,5,3,2.6,2,3,8.2,Walk,2,4,11,0,Bachelor,No,35.0,2,0,0,0,Healthy,-0.6199999999999999
Male,48,Divorced,Senior,9,Finance,Contract,4,4,2.0,4,3,7.3,Car,15,8,17,7,Bachelor,No,44.5,2,0,0,0,Healthy,0.73
Male,41,Married,Lead,5,It,Full-Time,4,1,2.7,2,3,9.9,Walk,2,6,21,4,Bachelor,Yes,52.5,2,0,0,0,Healthy,-1.3000000000000003
Female,38,Married,Senior,2,Legal,Part-Time,3,5,2.3,5,2,7.6,Public Transport,7,5,22,7,Bachelor,No,41.0,2,0,0,0,Healthy,0.6700000000000002
Female,47,Divorced,Senior,1,Marketing,Full-Time,3,3,2.4,1,1,4.8,Walk,2,8,18,5,Bachelor,No,40.5,2,1,0,0,Low,0.44000000000000006
Female,50,Married,Lead,11,Operations,Contract,2,4,1.4,1,2,5.5,Bike,9,9,26,5,Bachelor,No,55.5,2,0,0,0,Moderate,0.37
Female,52,Married,Senior,15,Legal,Full-Time,3,2,2.5,3,1,6.7,Public Transport,24,10,19,2,Bachelor,No,47.5,2,0,1,0,Moderate,0.9399999999999997
Female,34,Married,Senior,12,It,Full-Time,3,4,0.1,4,1,8.2,Car,12,4,19,5,Bachelor,Yes,46.0,2,0,0,0,Healthy,0.28000000000000014
Female,32,Single,Senior,8,Operations,Part-Time,2,5,2.1,4,3,6.5,Walk,1,3,19,5,Bachelor,No,44.0,2,0,0,0,Moderate,0.6299999999999999
Male,56,Married,Senior,9,Operations,Part-Time,3,3,0.0,1,1,7.0,Motorbike,17,11,22,1,Bachelor,Yes,44.5,2,0,0,0,Moderate,0.010000000000000009
Female,52,Married,Senior,28,Finance,Full-Time,3,5,3.8,3,2,6.9,Car,7,10,20,2,Bachelor,No,54.0,2,0,0,0,Moderate,0.34999999999999964
Female,42,Married,Lead,20,Finance,Part-Time,1,5,3.1,3,1,7.2,Car,24,6,21,4,Bachelor,No,60.0,2,0,1,0,Healthy,0.7399999999999998
Male,54,Married,Senior,11,Finance,Full-Time,3,4,0.7,5,1,6.7,Bike,5,10,21,1,Bachelor,No,45.5,2,0,0,0,Moderate,0.9699999999999999
Other,42,Single,Mid,4,Operations,Full-Time,3,3,3.6,2,1,7.1,Bike,1,6,13,0,Bachelor,Yes,32.0,2,0,0,0,Healthy,-0.20999999999999988
Male,36,Single,Mid,9,Marketing,Full-Time,4,1,1.9,5,1,7.4,Car,25,4,15,0,Bachelor,No,34.5,2,0,1,0,Healthy,1.2899999999999998
Male,51,Divorced,Senior,23,Finance,Contract,2,2,0.5,3,1,6.3,Motorbike,4,9,21,4,Bachelor,No,51.5,2,0,0,0,Moderate,0.5
Male,52,Married,Senior,24,Sales,Full-Time,5,1,1.5,3,1,7.0,Walk,2,10,17,7,Bachelor,Yes,52.0,2,0,0,0,Moderate,0.15999999999999986
Male,33,Single,Senior,11,It,Contract,2,2,1.0,2,1,8.5,Car,15,3,15,5,Bachelor,Yes,45.5,2,0,0,0,Healthy,-0.3500000000000002
Female,40,Married,Mid,2,Sales,Full-Time,2,3,3.6,1,1,7.2,Public Transport,23,6,13,0,Bachelor,No,31.0,2,0,1,0,Healthy,0.10999999999999988
Male,33,Married,Senior,11,It,Full-Time,2,4,0.9,3,1,10.0,Public Transport,7,3,22,9,Bachelor,Yes,45.5,2,0,0,0,Healthy,-0.8900000000000001
Female,50,Married,Lead,3,Finance,Full-Time,2,5,1.8,3,2,5.0,Bike,9,9,20,1,Bachelor,No,51.5,2,0,0,0,Low,1.17
Other,44,Single,Lead,22,Legal,Full-Time,2,5,2.1,1,3,7.0,Public Transport,16,7,26,5,Bachelor,Yes,61.0,2,0,0,0,Moderate,-0.020000000000000018
Male,38,Married,Senior,16,Sales,Part-Time,4,3,2.4,5,1,7.1,Bike,6,5,15,1,Bachelor,No,48.0,2,0,0,0,Healthy,0.8400000000000001
Female,45,Single,Mid,23,Sales,Full-Time,2,3,1.9,5,1,8.0,Car,26,7,10,0,Bachelor,No,41.5,2,0,1,0,Healthy,1.0799999999999998
Male,36,Single,Senior,1,Sales,Contract,1,2,0.3,1,3,9.4,Public Transport,27,4,15,5,Bachelor,No,40.5,2,0,1,0,Healthy,-0.6500000000000001
Female,46,Married,Mid,5,It,Full-Time,3,5,1.3,1,1,6.8,Public Transport,14,8,15,0,Bachelor,Yes,32.5,2,0,0,0,Moderate,0.0
Female,40,Married,Senior,8,Hr,Full-Time,2,3,3.0,1,3,8.0,Walk,2,6,20,8,Bachelor,No,44.0,2,0,0,0,Healthy,-0.8400000000000001
Other,39,Single,Senior,17,It,Full-Time,4,3,1.4,3,1,7.2,Car,26,5,16,7,Bachelor,Yes,48.5,2,0,1,0,Healthy,0.7999999999999998
Male,35,Married,Senior,13,Operations,Contract,4,4,0.2,3,3,6.2,Public Transport,22,4,15,8,Bachelor,No,46.5,2,0,1,0,Moderate,1.0799999999999998
Male,46,Married,Lead,17,Finance,Part-Time,5,2,1.2,3,3,8.0,Car,26,8,21,9,Bachelor,No,58.5,2,0,1,0,Healthy,0.47999999999999976
Female,25,Single,Mid,3,Finance,Full-Time,3,5,2.1,4,1,7.6,Public Transport,13,1,10,0,Bachelor,No,31.5,2,0,0,0,Healthy,0.5500000000000002
Male,28,Married,Mid,6,It,Full-Time,2,3,1.9,1,2,7.6,Public Transport,10,2,15,0,Bachelor,Yes,33.0,2,0,0,0,Healthy,-0.4399999999999998
Male,39,Single,Senior,17,Operations,Full-Time,2,4,0.8,1,1,6.4,Car,24,5,24,7,Bachelor,No,48.5,2,0,1,0,Moderate,0.4599999999999998
Male,33,Single,Mid,11,Legal,Part-Time,1,1,2.2,3,2,9.3,Public Transport,19,3,13,0,Bachelor,No,35.5,2,0,0,0,Healthy,-0.25000000000000056
Male,37,Married,Mid,10,It,Full-Time,4,3,2.6,5,1,6.7,Bike,10,5,14,0,Bachelor,No,35.0,2,0,0,0,Moderate,1.1199999999999999
Female,54,Married,Senior,17,Sales,Full-Time,5,5,1.8,1,5,5.9,Walk,2,10,25,1,Bachelor,No,48.5,2,0,0,0,Moderate,-1.6653345369377348e-16
Male,53,Married,Senior,5,Finance,Full-Time,3,2,1.7,4,1,9.7,Car,28,10,16,4,Bachelor,No,42.5,2,0,1,0,Healthy,0.16000000000000003
Male,35,Married,Senior,13,Finance,Part-Time,3,3,3.1,4,3,7.5,Car,21,4,25,9,Bachelor,No,46.5,2,0,1,0,Healthy,0.83
Female,30,Married,Senior,8,Finance,Part-Time,5,1,0.6,3,2,7.4,Public Transport,10,2,18,6,Bachelor,No,44.0,2,0,0,0,Healthy,0.2399999999999997
Male,48,Married,Senior,26,It,Part-Time,5,5,2.3,3,2,6.2,Walk,1,8,24,1,Bachelor,No,53.0,2,0,0,0,Moderate,0.44999999999999984
Female,60,Divorced,Senior,22,It,Full-Time,2,3,2.4,4,1,8.1,Public Transport,28,12,25,3,Bachelor,Yes,51.0,2,0,1,0,Healthy,0.7999999999999999
Female,33,Married,Mid,3,Marketing,Part-Time,3,3,2.8,2,3,6.3,Public Transport,27,3,10,0,Bachelor,No,31.5,2,0,1,0,Moderate,0.8900000000000001
Female,28,Single,Senior,6,Sales,Full-Time,5,3,0.5,3,1,6.1,Public Transport,24,2,17,3,Bachelor,No,43.0,2,0,1,0,Moderate,1.18
Female,49,Divorced,Senior,5,Customer Service,Full-Time,3,1,2.4,1,1,6.8,Car,6,9,16,6,Bachelor,No,42.5,2,0,0,0,Moderate,-0.24
Female,26,Single,Senior,4,It,Full-Time,5,5,3.1,2,3,8.5,Car,23,1,23,9,Bachelor,Yes,42.0,2,0,1,0,Healthy,-0.11000000000000021
Male,31,Single,Senior,9,It,Full-Time,5,1,1.3,1,1,7.0,Bike,9,3,21,7,Bachelor,Yes,44.5,2,0,0,0,Moderate,-0.22999999999999998
Male,59,Married,Senior,24,Operations,Contract,4,1,3.0,1,1,6.6,Walk,2,12,17,7,Bachelor,No,52.0,2,0,0,0,Moderate,-0.2799999999999999
Male,59,Married,Senior,13,It,Full-Time,3,3,0.8,1,1,5.8,Car,12,12,15,9,Bachelor,Yes,46.5,2,0,0,0,Moderate,0.34
Female,33,Married,Senior,11,Sales,Full-Time,4,5,2.1,3,1,6.4,Car,11,3,19,8,Bachelor,No,45.5,2,0,0,0,Moderate,0.6699999999999997
Female,34,Married,Mid,11,Legal,Full-Time,3,5,1.4,5,2,8.2,Car,21,4,13,0,Bachelor,No,35.5,2,0,1,0,Healthy,0.8500000000000002
Male,59,Married,Senior,14,Sales,Full-Time,3,3,3.8,3,3,8.6,Car,26,12,15,5,Bachelor,No,47.0,2,0,1,0,Healthy,0.24
Male,30,Single,Senior,2,Operations,Part-Time,4,4,3.2,2,1,7.1,Public Transport,7,2,18,6,Bachelor,Yes,41.0,2,0,0,0,Healthy,-0.029999999999999888
Male,36,Married,Senior,5,Customer Service,Part-Time,2,4,1.4,1,1,6.0,Public Transport,19,4,15,1,Bachelor,No,42.5,2,0,0,0,Moderate,0.4699999999999999
